Channel              :,CH1,CH2
Frequency            :,2.604KHz,2.604KHz
Period               :,0.384ms,0.384ms
PK-PK                :,8.935V,4.152V
Average              :,-72.88mV,1.077mV
Vertical pos         :,1480.000000mV,300.000000mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,5.000000mV,2.500000mV
Time interval        :,0.40000uS,0.40000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
1,0.000000,0.000000
2,6125.000000,1260.000000
3,6150.000000,1247.500000
4,6140.000000,1240.000000
5,6155.000000,1232.500000
6,6125.000000,1215.000000
7,6135.000000,1207.500000
8,6140.000000,1190.000000
9,6130.000000,1180.000000
10,6125.000000,1172.500000
11,6140.000000,1157.500000
12,6130.000000,1150.000000
13,6145.000000,1130.000000
14,6125.000000,1120.000000
15,6110.000000,1115.000000
16,6115.000000,1102.500000
17,6110.000000,1090.000000
18,6105.000000,1080.000000
19,6100.000000,1070.000000
20,6095.000000,1050.000000
21,6105.000000,1035.000000
22,6100.000000,1022.500000
23,6095.000000,1020.000000
24,6085.000000,1005.000000
25,6095.000000,992.500000
26,6075.000000,977.500000
27,6075.000000,970.000000
28,6075.000000,957.500000
29,6070.000000,945.000000
30,6070.000000,935.000000
31,6055.000000,920.000000
32,6045.000000,912.500000
33,6055.000000,895.000000
34,6025.000000,890.000000
35,6025.000000,872.500000
36,6030.000000,860.000000
37,6025.000000,845.000000
38,6015.000000,842.500000
39,6005.000000,820.000000
40,6005.000000,815.000000
41,5990.000000,797.500000
42,5990.000000,785.000000
43,5965.000000,770.000000
44,5970.000000,760.000000
45,5960.000000,742.500000
46,5935.000000,737.500000
47,5930.000000,725.000000
48,5935.000000,715.000000
49,5920.000000,700.000000
50,5915.000000,687.500000
51,5910.000000,672.500000
52,5885.000000,657.500000
53,5895.000000,647.500000
54,5865.000000,637.500000
55,5865.000000,625.000000
56,5850.000000,607.500000
57,5830.000000,595.000000
58,5830.000000,582.500000
59,5800.000000,570.000000
60,5810.000000,557.500000
61,5810.000000,540.000000
62,5800.000000,532.500000
63,5770.000000,520.000000
64,5755.000000,507.500000
65,5750.000000,497.500000
66,5725.000000,480.000000
67,5705.000000,470.000000
68,5710.000000,450.000000
69,5695.000000,432.500000
70,5670.000000,430.000000
71,5665.000000,420.000000
72,5645.000000,400.000000
73,5625.000000,390.000000
74,5605.000000,370.000000
75,5600.000000,365.000000
76,5600.000000,352.500000
77,5575.000000,337.500000
78,5555.000000,322.500000
79,5535.000000,312.500000
80,5530.000000,290.000000
81,5500.000000,282.500000
82,5500.000000,272.500000
83,5475.000000,265.000000
84,5470.000000,245.000000
85,5445.000000,237.500000
86,5405.000000,220.000000
87,5405.000000,202.500000
88,5400.000000,200.000000
89,5380.000000,180.000000
90,5350.000000,170.000000
91,5330.000000,150.000000
92,5340.000000,140.000000
93,5310.000000,125.000000
94,5300.000000,115.000000
95,5265.000000,105.000000
96,5240.000000,87.500000
97,5235.000000,72.500000
98,5205.000000,65.000000
99,5210.000000,50.000000
100,5185.000000,37.500000
101,5155.000000,22.500000
102,5130.000000,10.000000
103,5130.000000,-2.500000
104,5105.000000,-12.500000
105,5085.000000,-17.500000
106,5060.000000,-35.000000
107,5030.000000,-55.000000
108,5015.000000,-62.500000
109,4985.000000,-80.000000
110,4985.000000,-87.500000
111,4955.000000,-100.000000
112,4930.000000,-112.500000
113,4910.000000,-130.000000
114,4895.000000,-142.500000
115,4875.000000,-157.500000
116,4835.000000,-167.500000
117,4840.000000,-175.000000
118,4795.000000,-190.000000
119,4790.000000,-202.500000
120,4765.000000,-212.500000
121,4740.000000,-227.500000
122,4720.000000,-250.000000
123,4685.000000,-255.000000
124,4690.000000,-270.000000
125,4680.000000,-287.500000
126,4620.000000,-300.000000
127,4605.000000,-307.500000
128,4570.000000,-320.000000
129,4555.000000,-337.500000
130,4535.000000,-345.000000
131,4500.000000,-355.000000
132,4495.000000,-367.500000
133,4465.000000,-377.500000
134,4440.000000,-390.000000
135,4410.000000,-405.000000
136,4395.000000,-415.000000
137,4375.000000,-430.000000
138,4320.000000,-447.500000
139,4300.000000,-452.500000
140,4280.000000,-462.500000
141,4280.000000,-477.500000
142,4235.000000,-490.000000
143,4220.000000,-505.000000
144,4175.000000,-515.000000
145,4150.000000,-522.500000
146,4110.000000,-537.500000
147,4110.000000,-547.500000
148,4070.000000,-567.500000
149,4050.000000,-577.500000
150,4020.000000,-585.000000
151,4005.000000,-597.500000
152,3975.000000,-612.500000
153,3940.000000,-630.000000
154,3935.000000,-630.000000
155,3900.000000,-645.000000
156,3855.000000,-662.500000
157,3835.000000,-672.500000
158,3805.000000,-680.000000
159,3775.000000,-692.500000
160,3765.000000,-710.000000
161,3715.000000,-715.000000
162,3705.000000,-727.500000
163,3650.000000,-730.000000
164,3640.000000,-747.500000
165,3600.000000,-760.000000
166,3565.000000,-777.500000
167,3550.000000,-785.000000
168,3505.000000,-800.000000
169,3485.000000,-810.000000
170,3455.000000,-817.500000
171,3430.000000,-835.000000
172,3400.000000,-837.500000
173,3380.000000,-852.500000
174,3350.000000,-862.500000
175,3315.000000,-875.000000
176,3290.000000,-887.500000
177,3260.000000,-897.500000
178,3220.000000,-910.000000
179,3190.000000,-917.500000
180,3160.000000,-927.500000
181,3145.000000,-935.000000
182,3100.000000,-950.000000
183,3065.000000,-962.500000
184,3050.000000,-977.500000
185,3005.000000,-980.000000
186,2975.000000,-992.500000
187,2935.000000,-1005.000000
188,2905.000000,-1012.500000
189,2890.000000,-1022.500000
190,2865.000000,-1027.500000
191,2825.000000,-1042.500000
192,2775.000000,-1052.500000
193,2770.000000,-1062.500000
194,2725.000000,-1067.500000
195,2705.000000,-1082.500000
196,2665.000000,-1087.500000
197,2620.000000,-1100.000000
198,2605.000000,-1117.500000
199,2555.000000,-1122.500000
200,2520.000000,-1140.000000
201,2505.000000,-1140.000000
202,2480.000000,-1145.000000
203,2435.000000,-1155.000000
204,2400.000000,-1170.000000
205,2370.000000,-1180.000000
206,2345.000000,-1187.500000
207,2315.000000,-1200.000000
208,2275.000000,-1207.500000
209,2250.000000,-1220.000000
210,2210.000000,-1225.000000
211,2180.000000,-1235.000000
212,2130.000000,-1242.500000
213,2100.000000,-1260.000000
214,2075.000000,-1265.000000
215,2045.000000,-1270.000000
216,2010.000000,-1282.500000
217,1975.000000,-1282.500000
218,1945.000000,-1295.000000
219,1920.000000,-1302.500000
220,1885.000000,-1310.000000
221,1845.000000,-1322.500000
222,1815.000000,-1327.500000
223,1795.000000,-1335.000000
224,1740.000000,-1347.500000
225,1710.000000,-1352.500000
226,1670.000000,-1362.500000
227,1645.000000,-1370.000000
228,1610.000000,-1385.000000
229,1575.000000,-1387.500000
230,1545.000000,-1390.000000
231,1505.000000,-1400.000000
232,1465.000000,-1412.500000
233,1445.000000,-1417.500000
234,1410.000000,-1425.000000
235,1390.000000,-1435.000000
236,1350.000000,-1435.000000
237,1305.000000,-1445.000000
238,1280.000000,-1455.000000
239,1240.000000,-1460.000000
240,1195.000000,-1467.500000
241,1160.000000,-1472.500000
242,1130.000000,-1485.000000
243,1095.000000,-1485.000000
244,1065.000000,-1500.000000
245,1030.000000,-1497.500000
246,980.000000,-1510.000000
247,945.000000,-1517.500000
248,935.000000,-1517.500000
249,885.000000,-1525.000000
250,850.000000,-1537.500000
251,815.000000,-1540.000000
252,780.000000,-1550.000000
253,755.000000,-1555.000000
254,720.000000,-1560.000000
255,665.000000,-1572.500000
256,665.000000,-1575.000000
257,615.000000,-1577.500000
258,585.000000,-1587.500000
259,525.000000,-1592.500000
260,515.000000,-1600.000000
261,495.000000,-1602.500000
262,445.000000,-1602.500000
263,405.000000,-1610.000000
264,365.000000,-1620.000000
265,330.000000,-1622.500000
266,305.000000,-1630.000000
267,290.000000,-1645.000000
268,255.000000,-1642.500000
269,205.000000,-1647.500000
270,165.000000,-1652.500000
271,145.000000,-1657.500000
272,105.000000,-1662.500000
273,65.000000,-1665.000000
274,40.000000,-1672.500000
275,10.000000,-1680.000000
276,-20.000000,-1677.500000
277,-70.000000,-1687.500000
278,-105.000000,-1695.000000
279,-135.000000,-1697.500000
280,-155.000000,-1697.500000
281,-200.000000,-1702.500000
282,-240.000000,-1705.000000
283,-265.000000,-1712.500000
284,-310.000000,-1720.000000
285,-330.000000,-1715.000000
286,-375.000000,-1722.500000
287,-405.000000,-1727.500000
288,-445.000000,-1735.000000
289,-475.000000,-1737.500000
290,-495.000000,-1737.500000
291,-535.000000,-1740.000000
292,-575.000000,-1742.500000
293,-595.000000,-1750.000000
294,-645.000000,-1752.500000
295,-665.000000,-1757.500000
296,-705.000000,-1747.500000
297,-740.000000,-1760.000000
298,-775.000000,-1760.000000
299,-800.000000,-1762.500000
300,-845.000000,-1765.000000
301,-880.000000,-1775.000000
302,-900.000000,-1775.000000
303,-935.000000,-1780.000000
304,-960.000000,-1780.000000
305,-990.000000,-1782.500000
306,-1030.000000,-1785.000000
307,-1075.000000,-1785.000000
308,-1100.000000,-1787.500000
309,-1130.000000,-1787.500000
310,-1165.000000,-1797.500000
311,-1220.000000,-1790.000000
312,-1240.000000,-1790.000000
313,-1260.000000,-1792.500000
314,-1300.000000,-1800.000000
315,-1325.000000,-1802.500000
316,-1370.000000,-1807.500000
317,-1405.000000,-1805.000000
318,-1420.000000,-1802.500000
319,-1450.000000,-1802.500000
320,-1490.000000,-1805.000000
321,-1515.000000,-1807.500000
322,-1555.000000,-1807.500000
323,-1580.000000,-1810.000000
324,-1615.000000,-1807.500000
325,-1645.000000,-1807.500000
326,-1675.000000,-1812.500000
327,-1710.000000,-1820.000000
328,-1720.000000,-1815.000000
329,-1780.000000,-1810.000000
330,-1800.000000,-1810.000000
331,-1840.000000,-1812.500000
332,-1875.000000,-1815.000000
333,-1895.000000,-1810.000000
334,-1905.000000,-1817.500000
335,-1975.000000,-1812.500000
336,-1995.000000,-1812.500000
337,-2020.000000,-1805.000000
338,-2045.000000,-1810.000000
339,-2065.000000,-1815.000000
340,-2095.000000,-1810.000000
341,-2155.000000,-1812.500000
342,-2175.000000,-1812.500000
343,-2195.000000,-1807.500000
344,-2240.000000,-1805.000000
345,-2240.000000,-1810.000000
346,-2280.000000,-1807.500000
347,-2335.000000,-1800.000000
348,-2345.000000,-1805.000000
349,-2390.000000,-1797.500000
350,-2415.000000,-1802.500000
351,-2430.000000,-1802.500000
352,-2460.000000,-1797.500000
353,-2505.000000,-1800.000000
354,-2520.000000,-1800.000000
355,-2555.000000,-1792.500000
356,-2555.000000,-1792.500000
357,-2580.000000,-1795.000000
358,-2595.000000,-1787.500000
359,-2625.000000,-1787.500000
360,-2630.000000,-1785.000000
361,-2660.000000,-1787.500000
362,-2665.000000,-1780.000000
363,-2660.000000,-1780.000000
364,-2670.000000,-1777.500000
365,-2690.000000,-1775.000000
366,-2715.000000,-1770.000000
367,-2690.000000,-1767.500000
368,-2705.000000,-1757.500000
369,-2715.000000,-1757.500000
370,-2725.000000,-1762.500000
371,-2715.000000,-1757.500000
372,-2715.000000,-1750.000000
373,-2730.000000,-1745.000000
374,-2740.000000,-1742.500000
375,-2730.000000,-1737.500000
376,-2735.000000,-1737.500000
377,-2725.000000,-1735.000000
378,-2735.000000,-1730.000000
379,-2730.000000,-1722.500000
380,-2740.000000,-1715.000000
381,-2740.000000,-1707.500000
382,-2735.000000,-1707.500000
383,-2755.000000,-1702.500000
384,-2745.000000,-1700.000000
385,-2745.000000,-1687.500000
386,-2745.000000,-1685.000000
387,-2735.000000,-1677.500000
388,-2755.000000,-1680.000000
389,-2740.000000,-1667.500000
390,-2745.000000,-1665.000000
391,-2755.000000,-1667.500000
392,-2745.000000,-1647.500000
393,-2750.000000,-1650.000000
394,-2750.000000,-1635.000000
395,-2745.000000,-1640.000000
396,-2735.000000,-1630.000000
397,-2745.000000,-1615.000000
398,-2750.000000,-1617.500000
399,-2730.000000,-1610.000000
400,-2735.000000,-1607.500000
401,-2730.000000,-1597.500000
402,-2730.000000,-1587.500000
403,-2745.000000,-1580.000000
404,-2735.000000,-1575.000000
405,-2720.000000,-1565.000000
406,-2735.000000,-1557.500000
407,-2735.000000,-1555.000000
408,-2730.000000,-1550.000000
409,-2725.000000,-1530.000000
410,-2735.000000,-1527.500000
411,-2715.000000,-1512.500000
412,-2725.000000,-1515.000000
413,-2735.000000,-1502.500000
414,-2725.000000,-1492.500000
415,-2715.000000,-1482.500000
416,-2700.000000,-1477.500000
417,-2710.000000,-1475.000000
418,-2735.000000,-1462.500000
419,-2720.000000,-1452.500000
420,-2720.000000,-1447.500000
421,-2710.000000,-1427.500000
422,-2730.000000,-1420.000000
423,-2705.000000,-1412.500000
424,-2695.000000,-1400.000000
425,-2705.000000,-1395.000000
426,-2715.000000,-1382.500000
427,-2715.000000,-1380.000000
428,-2705.000000,-1365.000000
429,-2705.000000,-1360.000000
430,-2695.000000,-1355.000000
431,-2700.000000,-1335.000000
432,-2700.000000,-1322.500000
433,-2695.000000,-1317.500000
434,-2695.000000,-1305.000000
435,-2700.000000,-1290.000000
436,-2695.000000,-1285.000000
437,-2700.000000,-1272.500000
438,-2680.000000,-1265.000000
439,-2695.000000,-1255.000000
440,-2695.000000,-1240.000000
441,-2675.000000,-1225.000000
442,-2680.000000,-1212.500000
443,-2695.000000,-1205.000000
444,-2665.000000,-1192.500000
445,-2680.000000,-1190.000000
446,-2670.000000,-1172.500000
447,-2660.000000,-1162.500000
448,-2665.000000,-1155.000000
449,-2670.000000,-1145.000000
450,-2680.000000,-1125.000000
451,-2670.000000,-1122.500000
452,-2675.000000,-1105.000000
453,-2660.000000,-1095.000000
454,-2680.000000,-1082.500000
455,-2665.000000,-1075.000000
456,-2665.000000,-1055.000000
457,-2630.000000,-1042.500000
458,-2640.000000,-1022.500000
459,-2650.000000,-1025.000000
460,-2655.000000,-1007.500000
461,-2645.000000,-997.500000
462,-2640.000000,-985.000000
463,-2635.000000,-970.000000
464,-2640.000000,-960.000000
465,-2640.000000,-947.500000
466,-2645.000000,-932.500000
467,-2630.000000,-920.000000
468,-2625.000000,-910.000000
469,-2620.000000,-890.000000
470,-2645.000000,-885.000000
471,-2620.000000,-865.000000
472,-2630.000000,-860.000000
473,-2620.000000,-845.000000
474,-2625.000000,-835.000000
475,-2625.000000,-815.000000
476,-2615.000000,-805.000000
477,-2605.000000,-795.000000
478,-2610.000000,-780.000000
479,-2600.000000,-775.000000
480,-2640.000000,-757.500000
481,-2595.000000,-742.500000
482,-2610.000000,-730.000000
483,-2595.000000,-710.000000
484,-2590.000000,-695.000000
485,-2585.000000,-687.500000
486,-2575.000000,-672.500000
487,-2585.000000,-650.000000
488,-2595.000000,-645.000000
489,-2580.000000,-627.500000
490,-2570.000000,-617.500000
491,-2585.000000,-607.500000
492,-2570.000000,-592.500000
493,-2575.000000,-575.000000
494,-2565.000000,-567.500000
495,-2560.000000,-552.500000
496,-2555.000000,-532.500000
497,-2565.000000,-517.500000
498,-2565.000000,-505.000000
499,-2545.000000,-492.500000
500,-2560.000000,-490.000000
501,-2550.000000,-460.000000
502,-2545.000000,-447.500000
503,-2555.000000,-437.500000
504,-2545.000000,-420.000000
505,-2545.000000,-415.000000
506,-2505.000000,-397.500000
507,-2535.000000,-380.000000
508,-2535.000000,-362.500000
509,-2530.000000,-347.500000
510,-2520.000000,-337.500000
511,-2520.000000,-325.000000
512,-2535.000000,-310.000000
513,-2530.000000,-300.000000
514,-2515.000000,-280.000000
515,-2520.000000,-267.500000
516,-2525.000000,-250.000000
517,-2525.000000,-237.500000
518,-2515.000000,-222.500000
519,-2510.000000,-212.500000
520,-2525.000000,-197.500000
521,-2500.000000,-182.500000
522,-2515.000000,-170.000000
523,-2510.000000,-152.500000
524,-2510.000000,-132.500000
525,-2485.000000,-120.000000
526,-2505.000000,-110.000000
527,-2495.000000,-100.000000
528,-2485.000000,-82.500000
529,-2470.000000,-70.000000
530,-2495.000000,-50.000000
531,-2495.000000,-32.500000
532,-2475.000000,-17.500000
533,-2465.000000,-10.000000
534,-2490.000000,10.000000
535,-2465.000000,27.500000
536,-2485.000000,27.500000
537,-2450.000000,47.500000
538,-2460.000000,60.000000
539,-2460.000000,77.500000
540,-2465.000000,90.000000
541,-2445.000000,110.000000
542,-2460.000000,125.000000
543,-2460.000000,137.500000
544,-2440.000000,152.500000
545,-2440.000000,165.000000
546,-2455.000000,177.500000
547,-2445.000000,192.500000
548,-2450.000000,202.500000
549,-2425.000000,220.000000
550,-2405.000000,232.500000
551,-2430.000000,247.500000
552,-2405.000000,267.500000
553,-2415.000000,277.500000
554,-2385.000000,290.000000
555,-2375.000000,302.500000
556,-2360.000000,322.500000
557,-2355.000000,332.500000
558,-2340.000000,352.500000
559,-2340.000000,360.000000
560,-2335.000000,375.000000
561,-2310.000000,392.500000
562,-2305.000000,400.000000
563,-2295.000000,415.000000
564,-2295.000000,430.000000
565,-2255.000000,445.000000
566,-2260.000000,462.500000
567,-2240.000000,465.000000
568,-2235.000000,480.000000
569,-2220.000000,502.500000
570,-2200.000000,515.000000
571,-2195.000000,530.000000
572,-2185.000000,542.500000
573,-2180.000000,550.000000
574,-2150.000000,572.500000
575,-2140.000000,577.500000
576,-2120.000000,597.500000
577,-2115.000000,612.500000
578,-2095.000000,630.000000
579,-2100.000000,635.000000
580,-2065.000000,650.000000
581,-2060.000000,667.500000
582,-2035.000000,677.500000
583,-2015.000000,695.000000
584,-2020.000000,707.500000
585,-1995.000000,712.500000
586,-1990.000000,732.500000
587,-1955.000000,747.500000
588,-1950.000000,760.000000
589,-1935.000000,770.000000
590,-1895.000000,790.000000
591,-1910.000000,802.500000
592,-1890.000000,812.500000
593,-1875.000000,835.000000
594,-1860.000000,835.000000
595,-1820.000000,855.000000
596,-1815.000000,870.000000
597,-1785.000000,887.500000
598,-1785.000000,897.500000
599,-1770.000000,905.000000
600,-1725.000000,922.500000
601,-1710.000000,930.000000
602,-1690.000000,940.000000
603,-1680.000000,957.500000
604,-1670.000000,970.000000
605,-1630.000000,982.500000
606,-1620.000000,1002.500000
607,-1610.000000,1000.000000
608,-1585.000000,1020.000000
609,-1560.000000,1037.500000
610,-1540.000000,1052.500000
611,-1530.000000,1060.000000
612,-1505.000000,1072.500000
613,-1475.000000,1082.500000
614,-1465.000000,1097.500000
615,-1450.000000,1112.500000
616,-1415.000000,1120.000000
617,-1395.000000,1127.500000
618,-1370.000000,1155.000000
619,-1360.000000,1160.000000
620,-1335.000000,1172.500000
621,-1305.000000,1185.000000
622,-1280.000000,1197.500000
623,-1255.000000,1207.500000
624,-1230.000000,1220.000000
625,-1215.000000,1230.000000
626,-1195.000000,1242.500000
627,-1170.000000,1255.000000
628,-1135.000000,1270.000000
629,-1125.000000,1280.000000
630,-1105.000000,1295.000000
631,-1085.000000,1302.500000
632,-1065.000000,1320.000000
633,-1010.000000,1327.500000
634,-1015.000000,1340.000000
635,-980.000000,1352.500000
636,-955.000000,1362.500000
637,-920.000000,1370.000000
638,-920.000000,1382.500000
639,-885.000000,1390.000000
640,-870.000000,1402.500000
641,-820.000000,1415.000000
642,-825.000000,1430.000000
643,-780.000000,1440.000000
644,-760.000000,1450.000000
645,-725.000000,1457.500000
646,-710.000000,1472.500000
647,-695.000000,1490.000000
648,-680.000000,1492.500000
649,-630.000000,1502.500000
650,-620.000000,1515.000000
651,-605.000000,1527.500000
652,-580.000000,1535.000000
653,-540.000000,1547.500000
654,-505.000000,1562.500000
655,-495.000000,1572.500000
656,-455.000000,1575.000000
657,-430.000000,1587.500000
658,-415.000000,1597.500000
659,-375.000000,1612.500000
660,-345.000000,1617.500000
661,-320.000000,1627.500000
662,-290.000000,1637.500000
663,-260.000000,1645.000000
664,-260.000000,1660.000000
665,-210.000000,1662.500000
666,-185.000000,1680.000000
667,-180.000000,1690.000000
668,-130.000000,1695.000000
669,-105.000000,1705.000000
670,-100.000000,1717.500000
671,-55.000000,1717.500000
672,-30.000000,1732.500000
673,5.000000,1747.500000
674,40.000000,1755.000000
675,55.000000,1755.000000
676,90.000000,1770.000000
677,130.000000,1785.000000
678,125.000000,1797.500000
679,165.000000,1795.000000
680,220.000000,1810.000000
681,220.000000,1817.500000
682,250.000000,1822.500000
683,290.000000,1835.000000
684,315.000000,1842.500000
685,340.000000,1850.000000
686,370.000000,1857.500000
687,415.000000,1865.000000
688,415.000000,1872.500000
689,455.000000,1880.000000
690,505.000000,1892.500000
691,530.000000,1897.500000
692,555.000000,1910.000000
693,580.000000,1915.000000
694,605.000000,1930.000000
695,645.000000,1937.500000
696,680.000000,1940.000000
697,710.000000,1950.000000
698,745.000000,1957.500000
699,735.000000,1965.000000
700,790.000000,1962.500000
